origin_station_id,destination_station_id,tap_in_time_start,tap_in_time_end,num_passengers
101,113,48600,49500,1
101,113,50400,51300,1
101,113,51300,52200,1
101,113,53100,54000,5
101,113,54000,54900,2
101,113,54900,55800,3
101,113,55800,56700,2
101,113,57600,58500,8
101,113,58500,59400,5
101,113,59400,60300,4
101,113,60300,61200,4
101,113,61200,62100,7
101,113,62100,63000,8
101,113,63000,63900,7
101,113,63900,64800,1
101,113,65700,66600,3
101,113,66600,67500,1
101,113,68400,69300,2
101,113,71100,72000,2
101,113,72000,72900,4
101,113,72900,73800,2
101,113,73800,74700,4
101,113,74700,75600,1
101,113,75600,76500,1
101,113,81900,82800,1
101,113,84600,85500,1
101,116,900,1800,1
101,116,1800,2700,1
101,116,2700,3600,2
101,116,4500,5400,1
101,116,10800,11700,1
101,116,12600,13500,2
101,116,20700,21600,1
101,116,23400,24300,1
101,116,25200,26100,4
101,116,26100,27000,3
101,116,27000,27900,3
101,116,27900,28800,5
101,116,28800,29700,6
101,116,29700,30600,5
101,116,30600,31500,12
101,116,31500,32400,8
101,116,32400,33300,3
101,116,33300,34200,1
101,116,36000,36900,1
101,116,36900,37800,3
101,116,37800,38700,1
101,116,39600,40500,3
101,116,40500,41400,1
101,116,41400,42300,3
101,116,42300,43200,1
101,116,43200,44100,4
101,116,44100,45000,1
101,116,45000,45900,5
101,116,45900,46800,5
101,116,47700,48600,2
101,116,51300,52200,1
101,116,52200,53100,1
101,116,53100,54000,3
101,116,54000,54900,3
101,116,54900,55800,1
101,116,55800,56700,3
101,116,56700,57600,3
101,116,57600,58500,6
101,116,58500,59400,8
101,116,59400,60300,6
101,116,60300,61200,3
101,116,61200,62100,5
101,116,62100,63000,2
101,116,63000,63900,4
101,116,63900,64800,5
101,116,64800,65700,2
101,116,66600,67500,2
101,116,67500,68400,1
101,116,68400,69300,1
101,116,70200,71100,1
101,116,72000,72900,1
101,116,72900,73800,4
101,116,73800,74700,4
101,116,74700,75600,4
101,116,75600,76500,1
101,116,76500,77400,2
101,116,78300,79200,2
101,116,80100,81000,1
101,116,81900,82800,1
101,116,85500,86400,2
101,119,0,900,2
101,119,4500,5400,1
101,119,5400,6300,1
101,119,8100,9000,1
101,119,9900,10800,2
101,119,10800,11700,4
101,119,12600,13500,1
101,119,13500,14400,1
101,119,17100,18000,1
101,119,18000,18900,1
101,119,18900,19800,1
101,119,19800,20700,1
101,119,20700,21600,2
101,119,21600,22500,2
101,119,22500,23400,1
101,119,23400,24300,3
101,119,24300,25200,2
101,119,25200,26100,7
101,119,26100,27000,9
101,119,27000,27900,6
101,119,27900,28800,4
101,119,28800,29700,4
101,119,29700,30600,3
101,119,30600,31500,4
101,119,31500,32400,2
101,119,32400,33300,2
101,119,33300,34200,4
101,119,34200,35100,3
101,119,35100,36000,2
101,119,36000,36900,3
101,119,36900,37800,2
101,119,37800,38700,3
101,119,38700,39600,4
101,119,39600,40500,2
101,119,40500,41400,2
101,119,41400,42300,1
101,119,42300,43200,2
101,119,43200,44100,1
101,119,45000,45900,1
101,119,45900,46800,6
101,119,46800,47700,1
101,119,47700,48600,3
101,119,48600,49500,2
101,119,50400,51300,1
101,119,51300,52200,1
101,119,52200,53100,2
101,119,54000,54900,2
101,119,54900,55800,1
101,119,55800,56700,3
101,119,56700,57600,3
101,119,57600,58500,3
101,119,58500,59400,7
101,119,59400,60300,2
101,119,60300,61200,4
101,119,61200,62100,5
101,119,62100,63000,4
101,119,63000,63900,10
101,119,63900,64800,12
101,119,64800,65700,3
101,119,65700,66600,1
101,119,66600,67500,1
101,119,67500,68400,4
101,119,68400,69300,1
101,119,71100,72000,1
101,119,72000,72900,3
101,119,72900,73800,1
101,119,73800,74700,3
101,119,74700,75600,2
101,119,75600,76500,2
101,119,76500,77400,1
101,119,77400,78300,1
101,119,78300,79200,1
101,119,81900,82800,1
101,119,82800,83700,1
101,119,83700,84600,1
101,122,0,900,1
101,122,900,1800,1
101,122,1800,2700,1
101,122,2700,3600,1
101,122,15300,16200,1
101,122,18900,19800,1
101,122,21600,22500,1
101,122,22500,23400,1
101,122,23400,24300,3
101,122,24300,25200,1
101,122,25200,26100,7
101,122,26100,27000,5
101,122,27000,27900,2
101,122,27900,28800,6
101,122,28800,29700,8
101,122,29700,30600,3
101,122,30600,31500,8
101,122,31500,32400,5
101,122,32400,33300,2
101,122,33300,34200,2
101,122,34200,35100,4
101,122,35100,36000,2
101,122,36000,36900,3
101,122,36900,37800,2
101,122,37800,38700,1
101,122,38700,39600,1
101,122,39600,40500,2
101,122,40500,41400,3
101,122,41400,42300,1
101,122,42300,43200,4
101,122,43200,44100,3
101,122,44100,45000,2
101,122,45000,45900,1
101,122,45900,46800,2
101,122,46800,47700,1
101,122,47700,48600,3
101,122,48600,49500,2
101,122,49500,50400,3
101,122,50400,51300,1
101,122,51300,52200,3
101,122,53100,54000,1
101,122,54000,54900,1
101,122,54900,55800,3
101,122,55800,56700,2
101,122,56700,57600,1
101,122,57600,58500,5
101,122,58500,59400,3
101,122,59400,60300,4
101,122,60300,61200,6
101,122,61200,62100,6
101,122,62100,63000,8
101,122,63000,63900,4
101,122,63900,64800,8
101,122,65700,66600,2
101,122,66600,67500,1
101,122,68400,69300,1
101,122,69300,70200,2
101,122,72000,72900,1
101,122,72900,73800,3
101,122,73800,74700,2
101,122,74700,75600,2
101,122,75600,76500,2
101,122,76500,77400,1
101,122,77400,78300,3
101,122,78300,79200,1
101,122,79200,80100,1
101,122,80100,81000,1
101,125,1800,2700,1
101,125,2700,3600,1
101,125,5400,6300,2
101,125,7200,8100,1
101,125,13500,14400,2
101,125,14400,15300,1
101,125,15300,16200,2
101,125,17100,18000,1
101,125,18900,19800,1
101,125,19800,20700,1
101,125,20700,21600,1
101,125,21600,22500,1
101,125,22500,23400,1
101,125,24300,25200,2
101,125,25200,26100,7
101,125,26100,27000,9
101,125,27000,27900,8
101,125,27900,28800,7
101,125,28800,29700,7
101,125,29700,30600,8
101,125,30600,31500,8
101,125,31500,32400,6
101,125,32400,33300,3
101,125,33300,34200,5
101,125,34200,35100,4
101,125,35100,36000,1
101,125,36000,36900,1
101,125,36900,37800,2
101,125,37800,38700,2
101,125,38700,39600,3
101,125,39600,40500,1
101,125,40500,41400,2
101,125,41400,42300,3
101,125,42300,43200,2
101,125,43200,44100,1
101,125,44100,45000,2
101,125,45000,45900,2
101,125,45900,46800,4
101,125,46800,47700,4
101,125,47700,48600,1
101,125,48600,49500,3
101,125,49500,50400,2
101,125,50400,51300,1
101,125,51300,52200,1
101,125,52200,53100,2
101,125,53100,54000,3
101,125,54000,54900,2
101,125,54900,55800,4
101,125,55800,56700,3
101,125,56700,57600,3
101,125,57600,58500,4
101,125,58500,59400,9
101,125,59400,60300,4
101,125,60300,61200,4
101,125,61200,62100,10
101,125,62100,63000,3
101,125,63000,63900,3
101,125,63900,64800,9
101,125,65700,66600,3
101,125,66600,67500,1
101,125,67500,68400,3
101,125,68400,69300,5
101,125,69300,70200,1
101,125,70200,71100,2
101,125,71100,72000,2
101,125,72000,72900,3
101,125,72900,73800,5
101,125,74700,75600,2
101,125,75600,76500,3
101,125,76500,77400,4
101,125,77400,78300,1
101,125,78300,79200,1
101,125,79200,80100,1
101,125,80100,81000,1
101,125,81000,81900,1
101,125,82800,83700,1
101,125,84600,85500,1
101,125,85500,86400,1
101,128,900,1800,1
101,128,6300,7200,1
101,128,7200,8100,1
101,128,9000,9900,1
101,128,14400,15300,1
101,128,18000,18900,2
101,128,18900,19800,2
101,128,19800,20700,2
101,128,22500,23400,1
101,128,25200,26100,7
101,128,26100,27000,6
101,128,27000,27900,3
101,128,27900,28800,11
101,128,28800,29700,3
101,128,29700,30600,9
101,128,30600,31500,6
101,128,31500,32400,3
101,128,32400,33300,2
101,128,33300,34200,2
101,128,34200,35100,1
101,128,35100,36000,2
101,128,36000,36900,3
101,128,36900,37800,1
101,128,37800,38700,2
101,128,39600,40500,2
101,128,40500,41400,2
101,128,41400,42300,1
101,128,42300,43200,2
101,128,43200,44100,2
101,128,44100,45000,3
101,128,45000,45900,4
101,128,45900,46800,1
101,128,46800,47700,2
101,128,47700,48600,1
101,128,48600,49500,3
101,128,49500,50400,2
101,128,50400,51300,5
101,128,51300,52200,1
101,128,52200,53100,2
101,128,53100,54000,1
101,128,54000,54900,4
101,128,55800,56700,1
101,128,57600,58500,7
101,128,58500,59400,4
101,128,59400,60300,9
101,128,60300,61200,1
101,128,61200,62100,5
101,128,62100,63000,5
101,128,63000,63900,4
101,128,63900,64800,5
101,128,64800,65700,2
101,128,65700,66600,2
101,128,66600,67500,1
101,128,68400,69300,3
101,128,69300,70200,5
101,128,70200,71100,1
101,128,71100,72000,1
101,128,72000,72900,1
101,128,72900,73800,2
101,128,73800,74700,1
101,128,74700,75600,3
101,128,75600,76500,1
101,128,76500,77400,3
101,128,77400,78300,2
101,128,78300,79200,4
101,128,79200,80100,1
101,128,80100,81000,1
101,128,81000,81900,1
101,128,81900,82800,2
101,128,82800,83700,1
101,128,83700,84600,2
101,128,84600,85500,2
101,128,85500,86400,1
101,202,0,900,1
101,202,1800,2700,1
101,202,7200,8100,1
101,202,8100,9000,1
101,202,9000,9900,3
101,202,10800,11700,1
101,202,11700,12600,1
101,202,14400,15300,1
101,202,17100,18000,2
101,202,18000,18900,1
101,202,18900,19800,2
101,202,20700,21600,1
101,202,21600,22500,1
101,202,22500,23400,1
101,202,23400,24300,2
101,202,24300,25200,1
101,202,25200,26100,5
101,202,26100,27000,6
101,202,27000,27900,6
101,202,27900,28800,6
101,202,28800,29700,8
101,202,29700,30600,4
101,202,30600,31500,6
101,202,31500,32400,8
101,202,32400,33300,1
101,202,34200,35100,1
101,202,36000,36900,2
101,202,36900,37800,1
101,202,37800,38700,4
101,202,39600,40500,2
101,202,40500,41400,4
101,202,41400,42300,4
101,202,42300,43200,3
101,202,43200,44100,2
101,202,44100,45000,3
101,202,45900,46800,1
101,202,46800,47700,2
101,202,47700,48600,1
101,202,48600,49500,2
101,202,50400,51300,3
101,202,51300,52200,1
101,202,52200,53100,2
101,202,53100,54000,1
101,202,54000,54900,1
101,202,54900,55800,2
101,202,55800,56700,3
101,202,56700,57600,2
101,202,57600,58500,5
101,202,58500,59400,1
101,202,59400,60300,5
101,202,60300,61200,5
101,202,61200,62100,6
101,202,62100,63000,8
101,202,63000,63900,5
101,202,63900,64800,5
101,202,64800,65700,3
101,202,65700,66600,1
101,202,66600,67500,1
101,202,69300,70200,1
101,202,70200,71100,4
101,202,71100,72000,2
101,202,72900,73800,2
101,202,73800,74700,1
101,202,74700,75600,4
101,202,75600,76500,6
101,202,76500,77400,1
101,202,77400,78300,1
101,202,78300,79200,1
101,202,80100,81000,2
101,202,81000,81900,1
101,202,83700,84600,1
101,202,84600,85500,1
101,204,0,900,1
101,204,1800,2700,1
101,204,2700,3600,1
101,204,7200,8100,1
101,204,9900,10800,1
101,204,10800,11700,1
101,204,11700,12600,2
101,204,12600,13500,1
101,204,14400,15300,2
101,204,19800,20700,1
101,204,20700,21600,1
101,204,21600,22500,2
101,204,23400,24300,1
101,204,24300,25200,2
101,204,25200,26100,6
101,204,26100,27000,8
101,204,27000,27900,5
101,204,27900,28800,7
101,204,28800,29700,10
101,204,29700,30600,10
101,204,30600,31500,3
101,204,31500,32400,8
101,204,32400,33300,5
101,204,33300,34200,2
101,204,35100,36000,2
101,204,36000,36900,2
101,204,36900,37800,1
101,204,37800,38700,3
101,204,39600,40500,1
101,204,40500,41400,4
101,204,41400,42300,1
101,204,42300,43200,1
101,204,43200,44100,3
101,204,44100,45000,2
101,204,45000,45900,4
101,204,45900,46800,1
101,204,46800,47700,3
101,204,47700,48600,1
101,204,48600,49500,1
101,204,49500,50400,1
101,204,50400,51300,2
101,204,51300,52200,5
101,204,52200,53100,5
101,204,53100,54000,1
101,204,54000,54900,1
101,204,54900,55800,2
101,204,55800,56700,2
101,204,56700,57600,1
101,204,57600,58500,7
101,204,58500,59400,4
101,204,59400,60300,5
101,204,60300,61200,7
101,204,61200,62100,6
101,204,62100,63000,8
101,204,63000,63900,4
101,204,64800,65700,3
101,204,67500,68400,1
101,204,68400,69300,1
101,204,70200,71100,2
101,204,71100,72000,1
101,204,72900,73800,1
101,204,73800,74700,1
101,204,74700,75600,1
101,204,78300,79200,2
101,204,81900,82800,1
101,204,82800,83700,2
101,204,84600,85500,2
101,206,0,900,1
101,206,900,1800,2
101,206,1800,2700,1
101,206,2700,3600,1
101,206,15300,16200,1
101,206,17100,18000,1
101,206,18000,18900,2
101,206,18900,19800,1
101,206,22500,23400,3
101,206,25200,26100,6
101,206,26100,27000,3
101,206,27000,27900,4
101,206,27900,28800,1
101,206,28800,29700,9
101,206,29700,30600,8
101,206,30600,31500,6
101,206,31500,32400,4
101,206,32400,33300,2
101,206,33300,34200,1
101,206,34200,35100,1
101,206,35100,36000,3
101,206,36000,36900,3
101,206,36900,37800,1
101,206,37800,38700,4
101,206,38700,39600,3
101,206,39600,40500,1
101,206,40500,41400,1
101,206,42300,43200,2
101,206,43200,44100,2
101,206,44100,45000,1
101,206,45000,45900,2
101,206,45900,46800,2
101,206,46800,47700,4
101,206,47700,48600,2
101,206,48600,49500,2
101,206,50400,51300,2
101,206,51300,52200,1
101,206,52200,53100,2
101,206,53100,54000,2
101,206,54000,54900,2
101,206,54900,55800,4
101,206,55800,56700,1
101,206,57600,58500,2
101,206,58500,59400,1
101,206,59400,60300,4
101,206,60300,61200,8
101,206,61200,62100,4
101,206,62100,63000,4
101,206,63000,63900,3
101,206,63900,64800,9
101,206,64800,65700,2
101,206,65700,66600,3
101,206,66600,67500,2
101,206,67500,68400,2
101,206,68400,69300,2
101,206,69300,70200,1
101,206,71100,72000,2
101,206,73800,74700,1
101,206,76500,77400,2
101,206,77400,78300,3
101,206,79200,80100,1
101,206,80100,81000,1
101,206,83700,84600,2
101,206,84600,85500,1
101,206,85500,86400,1
101,208,3600,4500,1
101,208,5400,6300,1
101,208,9900,10800,1
101,208,11700,12600,1
101,208,15300,16200,1
101,208,16200,17100,1
101,208,18000,18900,1
101,208,18900,19800,1
101,208,19800,20700,2
101,208,20700,21600,2
101,208,21600,22500,3
101,208,22500,23400,1
101,208,24300,25200,5
101,208,25200,26100,4
101,208,26100,27000,12
101,208,27000,27900,6
101,208,27900,28800,6
101,208,28800,29700,4
101,208,29700,30600,5
101,208,30600,31500,6
101,208,31500,32400,5
101,208,32400,33300,4
101,208,33300,34200,3
101,208,34200,35100,1
101,208,35100,36000,2
101,208,36000,36900,1
101,208,36900,37800,1
101,208,37800,38700,1
101,208,38700,39600,3
101,208,39600,40500,3
101,208,40500,41400,1
101,208,41400,42300,6
101,208,42300,43200,1
101,208,44100,45000,4
101,208,45000,45900,1
101,208,45900,46800,5
101,208,46800,47700,2
101,208,48600,49500,1
101,208,49500,50400,3
101,208,50400,51300,2
101,208,51300,52200,4
101,208,52200,53100,2
101,208,53100,54000,1
101,208,54000,54900,2
101,208,54900,55800,1
101,208,56700,57600,1
101,208,57600,58500,4
101,208,58500,59400,4
101,208,59400,60300,3
101,208,60300,61200,4
101,208,61200,62100,3
101,208,62100,63000,4
101,208,63000,63900,4
101,208,63900,64800,4
101,208,64800,65700,2
101,208,65700,66600,1
101,208,66600,67500,1
101,208,67500,68400,1
101,208,69300,70200,1
101,208,70200,71100,2
101,208,71100,72000,4
101,208,72000,72900,2
101,208,72900,73800,1
101,208,73800,74700,1
101,208,75600,76500,2
101,208,77400,78300,2
101,208,79200,80100,1
101,208,83700,84600,1
101,210,3600,4500,1
101,210,5400,6300,1
101,210,7200,8100,1
101,210,9000,9900,1
101,210,9900,10800,1
101,210,12600,13500,1
101,210,13500,14400,1
101,210,15300,16200,1
101,210,16200,17100,1
101,210,18900,19800,4
101,210,19800,20700,1
101,210,20700,21600,2
101,210,21600,22500,3
101,210,22500,23400,3
101,210,23400,24300,1
101,210,24300,25200,1
101,210,25200,26100,4
101,210,26100,27000,3
101,210,27000,27900,3
101,210,27900,28800,5
101,210,28800,29700,5
101,210,29700,30600,5
101,210,30600,31500,2
101,210,31500,32400,9
101,210,32400,33300,2
101,210,34200,35100,1
101,210,35100,36000,3
101,210,36000,36900,2
101,210,36900,37800,1
101,210,37800,38700,1
101,210,38700,39600,1
101,210,39600,40500,2
101,210,40500,41400,3
101,210,41400,42300,1
101,210,42300,43200,1
101,210,43200,44100,4
101,210,44100,45000,1
101,210,46800,47700,4
101,210,47700,48600,1
101,210,48600,49500,1
101,210,50400,51300,2
101,210,51300,52200,2
101,210,52200,53100,4
101,210,53100,54000,2
101,210,54000,54900,1
101,210,54900,55800,5
101,210,55800,56700,3
101,210,56700,57600,1
101,210,57600,58500,6
101,210,58500,59400,3
101,210,59400,60300,4
101,210,60300,61200,3
101,210,61200,62100,4
101,210,62100,63000,5
101,210,63000,63900,7
101,210,63900,64800,3
101,210,64800,65700,1
101,210,65700,66600,1
101,210,66600,67500,2
101,210,67500,68400,3
101,210,68400,69300,1
101,210,69300,70200,2
101,210,70200,71100,1
101,210,71100,72000,1
101,210,72000,72900,2
101,210,73800,74700,1
101,210,76500,77400,2
101,210,77400,78300,2
101,210,78300,79200,2
101,210,81900,82800,1
101,213,1800,2700,1
101,213,6300,7200,3
101,213,7200,8100,1
101,213,9000,9900,2
101,213,10800,11700,2
101,213,11700,12600,1
101,213,12600,13500,1
101,213,13500,14400,2
101,213,17100,18000,1
101,213,18900,19800,2
101,213,20700,21600,2
101,213,21600,22500,1
101,213,23400,24300,2
101,213,24300,25200,1
101,213,25200,26100,6
101,213,26100,27000,9
101,213,27000,27900,2
101,213,27900,28800,6
101,213,28800,29700,5
101,213,29700,30600,9
101,213,30600,31500,4
101,213,31500,32400,1
101,213,32400,33300,3
101,213,33300,34200,3
101,213,34200,35100,2
101,213,35100,36000,3
101,213,36000,36900,1
101,213,36900,37800,2
101,213,38700,39600,3
101,213,39600,40500,1
101,213,40500,41400,1
101,213,41400,42300,2
101,213,42300,43200,6
101,213,43200,44100,8
101,213,44100,45000,3
101,213,45000,45900,1
101,213,45900,46800,1
101,213,46800,47700,5
101,213,47700,48600,1
101,213,48600,49500,3
101,213,49500,50400,2
101,213,50400,51300,2
101,213,51300,52200,1
101,213,52200,53100,1
101,213,53100,54000,3
101,213,54000,54900,3
101,213,55800,56700,1
101,213,56700,57600,3
101,213,57600,58500,5
101,213,58500,59400,6
101,213,59400,60300,7
101,213,60300,61200,5
101,213,61200,62100,8
101,213,62100,63000,5
101,213,63000,63900,12
101,213,63900,64800,5
101,213,64800,65700,2
101,213,65700,66600,3
101,213,66600,67500,2
101,213,67500,68400,2
101,213,69300,70200,1
101,213,72900,73800,1
101,213,73800,74700,1
101,213,74700,75600,2
101,213,75600,76500,2
101,213,76500,77400,3
101,213,77400,78300,1
101,213,78300,79200,1
101,213,80100,81000,1
101,213,83700,84600,1
101,214,0,900,1
101,214,6300,7200,1
101,214,8100,9000,1
101,214,13500,14400,2
101,214,14400,15300,1
101,214,15300,16200,1
101,214,16200,17100,2
101,214,17100,18000,1
101,214,18000,18900,1
