passenger_id,origin_station_id,destination_station_id,tap_in_timestamp
213,101,105,25183
214,101,105,26044
215,101,105,26234
216,101,105,26145
217,101,105,26727
218,101,105,26626
219,101,105,26678
220,101,105,26994
221,101,105,26336
222,101,105,26442
223,101,105,26209
224,101,105,26739
225,101,105,27478
226,101,105,27017
227,101,105,27702
228,101,105,27111
229,101,105,27175
230,101,105,27450
231,101,105,28089
232,101,105,28355
233,101,105,28633
234,101,105,28394
235,101,105,29475
236,101,105,29088
237,101,105,29298
238,101,105,28974
239,101,105,29055
240,101,105,30532
241,101,105,29838
242,101,105,30172
243,101,105,30183
244,101,105,30425
245,101,105,30203
246,101,105,30632
247,101,105,31472
248,101,105,30986
249,101,105,30807
250,101,105,30990
251,101,105,31478
252,101,105,31889
253,101,105,31644
254,101,105,32745
255,101,105,33213
256,101,105,34068
257,101,105,34068
258,101,105,33860
259,101,105,34023
260,101,105,34799
261,101,105,34376
262,101,105,34860
263,101,105,35539
264,101,105,35617
265,101,105,36807
266,101,105,36469
267,101,105,37356
268,101,105,37224
269,101,105,37597
270,101,105,37763
271,101,105,39108
272,101,105,40497
273,101,105,39634
274,101,105,41331
275,101,105,40992
276,101,105,41947
277,101,105,42724
278,101,105,43855
279,101,105,44528
280,101,105,45142
281,101,105,45103
282,101,105,45834
283,101,105,46787
284,101,105,46693
285,101,105,47290
286,101,105,49421
287,101,105,49658
288,101,105,50144
289,101,105,50378
290,101,105,49733
291,101,105,51039
292,101,105,51554
293,101,105,51775
294,101,105,51587
295,101,105,52472
296,101,105,52935
297,101,105,52220
298,101,105,53978
299,101,105,54345
300,101,105,54875
301,101,105,54447
302,101,105,55055
303,101,105,56579
304,101,105,57538
305,101,105,57509
306,101,105,58419
307,101,105,57769
308,101,105,57823
309,101,105,58233
310,101,105,58086
311,101,105,57775
312,101,105,58133
313,101,105,58660
314,101,105,59198
315,101,105,58923
316,101,105,58565
317,101,105,59252
318,101,105,58589
319,101,105,59615
320,101,105,59550
321,101,105,59741
322,101,105,59825
323,101,105,59445
324,101,105,60191
325,101,105,59766
326,101,105,59966
327,101,105,59794
328,101,105,60499
329,101,105,60845
330,101,105,61195
331,101,105,60785
332,101,105,60582
333,101,105,60549
334,101,105,60998
335,101,105,61304
336,101,105,61513
337,101,105,61283
338,101,105,61227
339,101,105,61444
340,101,105,62021
341,101,105,61598
342,101,105,61461
343,101,105,61997
344,101,105,61745
345,101,105,62110
346,101,105,62243
347,101,105,62909
348,101,105,62218
349,101,105,62590
350,101,105,63736
351,101,105,63319
352,101,105,63765
353,101,105,63282
354,101,105,64617
355,101,105,64754
356,101,105,64458
357,101,105,64491
358,101,105,64239
359,101,105,64057
360,101,105,64749
361,101,105,65285
362,101,105,64923
363,101,105,65603
364,101,105,65455
365,101,105,64953
366,101,105,65874
367,101,105,68453
368,101,105,69214
369,101,105,69606
370,101,105,70657
371,101,105,70380
372,101,105,70252
373,101,105,71531
374,101,105,72380
375,101,105,72932
376,101,105,73484
377,101,105,74673
378,101,105,74942
379,101,105,76351
380,101,105,77126
381,101,105,78643
382,101,105,78870
383,101,105,78346
384,101,105,78869
385,101,105,83862
386,101,105,84951
387,101,105,84941
388,101,108,1060
389,101,108,2749
390,101,108,17005
391,101,108,18116
392,101,108,18086
393,101,108,20689
394,101,108,21355
395,101,108,22185
396,101,108,23173
397,101,108,22994
398,101,108,23861
399,101,108,23735
400,101,108,25499
401,101,108,25855
402,101,108,25659
403,101,108,26262
404,101,108,26941
405,101,108,26652
406,101,108,26269
407,101,108,26572
408,101,108,26755
409,101,108,26752
410,101,108,27687
411,101,108,27004
412,101,108,27398
413,101,108,27898
414,101,108,28392
415,101,108,28537
416,101,108,28066
417,101,108,28196
418,101,108,28697
419,101,108,28585
420,101,108,28610
421,101,108,27928
422,101,108,28408
423,101,108,28847
424,101,108,29313
425,101,108,28805
426,101,108,29074
427,101,108,28831
428,101,108,29150
429,101,108,28914
430,101,108,29872
431,101,108,30274
432,101,108,31022
433,101,108,31974
434,101,108,32289
435,101,108,31922
436,101,108,31645
437,101,108,31612
438,101,108,32134
439,101,108,32624
440,101,108,33640
441,101,108,33975
442,101,108,34334
443,101,108,35560
444,101,108,35256
445,101,108,35948
446,101,108,36730
447,101,108,37109
448,101,108,38685
449,101,108,38120
450,101,108,38223
451,101,108,40462
452,101,108,41071
453,101,108,41687
454,101,108,41858
455,101,108,41481
456,101,108,42725
457,101,108,43023
458,101,108,43936
459,101,108,43425
460,101,108,44985
461,101,108,45450
462,101,108,45552
463,101,108,45095
464,101,108,47063
465,101,108,47201
466,101,108,47507
467,101,108,48336
468,101,108,49304
469,101,108,48693
470,101,108,49916
471,101,108,50032
472,101,108,50920
473,101,108,50826
474,101,108,50431
475,101,108,50439
476,101,108,52720
477,101,108,52821
478,101,108,53973
479,101,108,54829
480,101,108,54830
481,101,108,55659
482,101,108,56219
483,101,108,57501
484,101,108,58381
485,101,108,58306
486,101,108,58378
487,101,108,59038
488,101,108,58624
489,101,108,59299
490,101,108,59816
491,101,108,59473
492,101,108,59997
493,101,108,59728
494,101,108,60484
495,101,108,60530
496,101,108,60348
497,101,108,60600
498,101,108,61040
499,101,108,61865
500,101,108,61956
501,101,108,61707
502,101,108,61800
503,101,108,62285
504,101,108,62941
505,101,108,62211
506,101,108,62147
507,101,108,62466
508,101,108,63665
509,101,108,63076
510,101,108,63428
511,101,108,63605
512,101,108,64351
513,101,108,64733
514,101,108,64784
515,101,108,64466
516,101,108,64884
517,101,108,65237
518,101,108,65846
519,101,108,66128
520,101,108,66821
521,101,108,66856
522,101,108,67316
523,101,108,68836
524,101,108,68553
525,101,108,69028
526,101,108,68906
527,101,108,68664
528,101,108,68521
529,101,108,69347
530,101,108,69916
531,101,108,70980
532,101,108,70619
533,101,108,71230
534,101,108,71886
535,101,108,74292
536,101,108,76019
537,101,108,76760
538,101,108,77991
539,101,108,78418
540,101,108,79011
541,101,108,81644
542,101,108,82527
543,101,108,82819
544,101,108,84531
545,101,108,85229
546,101,108,84769
547,101,110,1436
548,101,110,2588
549,101,110,2499
550,101,110,4677
551,101,110,4628
552,101,110,10495
553,101,110,11889
554,101,110,13235
555,101,110,13238
556,101,110,14466
557,101,110,18578
558,101,110,18182
559,101,110,18102
560,101,110,19537
561,101,110,19662
562,101,110,19972
563,101,110,20350
564,101,110,21466
565,101,110,21342
566,101,110,21046
567,101,110,22391
568,101,110,21920
569,101,110,21907
570,101,110,22668
571,101,110,25913
572,101,110,25705
573,101,110,25325
574,101,110,26023
575,101,110,25630
576,101,110,26053
577,101,110,25640
578,101,110,26842
579,101,110,26147
580,101,110,26911
581,101,110,26363
582,101,110,26914
583,101,110,27064
584,101,110,27701
585,101,110,27572
586,101,110,27578
587,101,110,27520
588,101,110,28665
589,101,110,28644
590,101,110,28367
591,101,110,28148
592,101,110,28232
593,101,110,28265
594,101,110,29467
595,101,110,29078
596,101,110,28828
597,101,110,28897
598,101,110,29574
599,101,110,29039
600,101,110,29158
601,101,110,30098
602,101,110,30012
603,101,110,30515
604,101,110,30423
605,101,110,30495
606,101,110,30327
607,101,110,31286
608,101,110,30749
609,101,110,30708
610,101,110,31395
611,101,110,32094
612,101,110,32192
613,101,110,32301
614,101,110,32359
615,101,110,32839
616,101,110,32761
617,101,110,33730
618,101,110,34051
619,101,110,35481
620,101,110,37170
621,101,110,37265
622,101,110,38032
623,101,110,37881
624,101,110,37840
625,101,110,38579
626,101,110,40193
627,101,110,40362
628,101,110,41655
629,101,110,42134
630,101,110,43082
631,101,110,43359
632,101,110,43743
633,101,110,43495
634,101,110,43284
635,101,110,45483
636,101,110,47436
637,101,110,47292
638,101,110,47065
639,101,110,47361
640,101,110,47139
641,101,110,48227
642,101,110,48121
643,101,110,48268
644,101,110,47710
645,101,110,48844
646,101,110,48638
647,101,110,49072
648,101,110,49151
649,101,110,50252
650,101,110,49731
651,101,110,50794
652,101,110,51885
653,101,110,52595
654,101,110,52781
655,101,110,53955
656,101,110,53999
657,101,110,54230
658,101,110,55474
659,101,110,55649
660,101,110,56529
661,101,110,56238
662,101,110,56217
663,101,110,57579
664,101,110,57476
665,101,110,57320
666,101,110,56886
667,101,110,57110
668,101,110,57077
669,101,110,57774
670,101,110,59114
671,101,110,59352
672,101,110,58629
673,101,110,58861
674,101,110,58589
675,101,110,59009
676,101,110,59315
677,101,110,58896
678,101,110,58809
679,101,110,58610
680,101,110,58948
681,101,110,59697
682,101,110,60064
683,101,110,59642
684,101,110,59415
685,101,110,59427
686,101,110,59871
687,101,110,61174
688,101,110,60536
689,101,110,60398
690,101,110,60928
691,101,110,60631
692,101,110,61191
693,101,110,60369
694,101,110,61740
695,101,110,61531
696,101,110,61833
697,101,110,61806
698,101,110,62795
699,101,110,62396
700,101,110,62120
701,101,110,62198
702,101,110,62410
703,101,110,62720
704,101,110,63755
705,101,110,63838
706,101,110,63156
707,101,110,63817
708,101,110,64272
709,101,110,64393
710,101,110,67256
711,101,110,66772
712,101,110,67523
713,101,110,68040
714,101,110,68526
715,101,110,70790
716,101,110,70527
717,101,110,71448
718,101,110,72368
719,101,110,73289
720,101,110,75778
721,101,110,76231
722,101,110,77243
723,101,110,77264
724,101,110,78021
725,101,110,77819
726,101,110,78543
727,101,110,82728
728,101,110,85534
729,101,111,1775
730,101,111,3774
731,101,111,5120
732,101,111,7169
733,101,111,10871
734,101,111,12828
735,101,111,15629
736,101,111,19162
737,101,111,20427
738,101,111,22964
739,101,111,24382
740,101,111,25272
741,101,111,25590
742,101,111,25775
743,101,111,25999
744,101,111,25827
745,101,111,26443
746,101,111,26665
747,101,111,26592
748,101,111,26119
749,101,111,26691
750,101,111,27202
751,101,111,27639
752,101,111,27602
753,101,111,27215
754,101,111,27280
755,101,111,27632
756,101,111,28138
757,101,111,27956
758,101,111,28183
759,101,111,28310
760,101,111,27926
761,101,111,28523
762,101,111,28020
763,101,111,29328
764,101,111,28996
765,101,111,29510
766,101,111,28826
767,101,111,28958
768,101,111,29546
769,101,111,29841
770,101,111,29782
771,101,111,29796
772,101,111,30544
773,101,111,30038
774,101,111,30770
775,101,111,31158
776,101,111,31307
777,101,111,31227
778,101,111,30807
779,101,111,31790
780,101,111,31831
781,101,111,32006
782,101,111,32076
783,101,111,32110
784,101,111,33696
785,101,111,34519
786,101,111,35313
787,101,111,35371
788,101,111,35423
789,101,111,36245
790,101,111,37034
791,101,111,37540
792,101,111,37391
793,101,111,37958
794,101,111,38407
795,101,111,39485
796,101,111,39134
797,101,111,40050
798,101,111,40053
799,101,111,39817
800,101,111,40336
801,101,111,39924
802,101,111,40718
803,101,111,41923
804,101,111,42295
805,101,111,42528
806,101,111,42399
807,101,111,42833
808,101,111,43284
809,101,111,43412
810,101,111,43217
811,101,111,44474
812,101,111,44183
813,101,111,45141
814,101,111,45791
815,101,111,45007
816,101,111,45799
817,101,111,46766
818,101,111,46392
819,101,111,46953
820,101,111,47296
821,101,111,47026
822,101,111,48087
823,101,111,47812
824,101,111,48699
825,101,111,49216
826,101,111,50943
827,101,111,52553
828,101,111,53352
829,101,111,53357
830,101,111,53186
831,101,111,54699
832,101,111,55475
833,101,111,55513
834,101,111,55202
835,101,111,56343
836,101,111,57994
837,101,111,58032
838,101,111,58143
839,101,111,58199
840,101,111,58003
841,101,111,59326
842,101,111,58668
843,101,111,59236
844,101,111,60099
845,101,111,59618
846,101,111,61089
847,101,111,60444
848,101,111,60721
849,101,111,60692
850,101,111,60327
851,101,111,61813
852,101,111,61883
853,101,111,61801
854,101,111,62454
855,101,111,62247
856,101,111,62891
857,101,111,62318
858,101,111,62536
859,101,111,62951
860,101,111,63445
861,101,111,63040
862,101,111,63397
863,101,111,63862
864,101,111,63274
865,101,111,63513
866,101,111,64110
867,101,111,64088
868,101,111,64060
869,101,111,64245
870,101,111,64243
871,101,111,64769
872,101,111,64754
873,101,111,65514
874,101,111,65002
875,101,111,65026
876,101,111,65527
877,101,111,64955
878,101,111,65989
879,101,111,65853
880,101,111,69104
881,101,111,70832
882,101,111,71319
883,101,111,73501
884,101,111,74642
885,101,111,75145
886,101,111,76093
887,101,111,77005
888,101,111,79156
889,101,111,79005
890,101,111,79541
891,101,111,80160
892,101,111,81742
893,101,111,81568
894,101,111,81900
895,101,111,84857
896,101,113,1691
897,101,113,6590
898,101,113,6355
899,101,113,9674
900,101,113,11028
901,101,113,11828
902,101,113,18718
903,101,113,19036
904,101,113,20360
905,101,113,21371
906,101,113,21028
907,101,113,22096
908,101,113,23128
909,101,113,24161
910,101,113,25335
911,101,113,25289
912,101,113,25291
913,101,113,25533
914,101,113,25561
915,101,113,25335
916,101,113,25414
917,101,113,25738
918,101,113,26265
919,101,113,26457
920,101,113,26770
921,101,113,26170
922,101,113,26783
923,101,113,26331
924,101,113,26888
925,101,113,26209
926,101,113,26465
927,101,113,27154
928,101,113,27450
929,101,113,27304
930,101,113,27334
931,101,113,27288
932,101,113,27417
933,101,113,27134
934,101,113,28777
935,101,113,28078
936,101,113,28616
937,101,113,28756
938,101,113,28208
939,101,113,28058
940,101,113,28593
941,101,113,28566
942,101,113,29324
943,101,113,29426
944,101,113,28852
945,101,113,29461
946,101,113,29481
947,101,113,29311
948,101,113,29248
949,101,113,28856
950,101,113,28941
951,101,113,28851
952,101,113,29493
953,101,113,29080
954,101,113,29098
955,101,113,30166
956,101,113,29734
957,101,113,30070
958,101,113,30000
959,101,113,30868
960,101,113,32165
961,101,113,32345
962,101,113,31947
963,101,113,31979
964,101,113,33097
965,101,113,33228
966,101,113,33207
967,101,113,32772
968,101,113,33920
969,101,113,33990
970,101,113,33954
971,101,113,34817
972,101,113,34680
973,101,113,35251
974,101,113,35323
975,101,113,35795
976,101,113,35453
977,101,113,35674
978,101,113,37758
979,101,113,37733
980,101,113,37887
981,101,113,39103
982,101,113,38820
983,101,113,39661
984,101,113,39735
985,101,113,39807
986,101,113,40199
987,101,113,40126
988,101,113,40891
989,101,113,42061
990,101,113,41628
991,101,113,42352
992,101,113,42570
993,101,113,42763
994,101,113,44724
995,101,113,44552
996,101,113,44395
997,101,113,45677
998,101,113,45607
999,101,113,45472
1000,101,113,45620
1001,101,113,46278
1002,101,113,47447
1003,101,113,47360
1004,101,113,47817
1005,101,113,48409
1006,101,113,48215
1007,101,113,49051
1008,101,113,49377
1009,101,113,48960
1010,101,113,49243
1011,101,113,50160
1012,101,113,50726
1013,101,113,51289
1014,101,113,50514
1015,101,113,51501
1016,101,113,51686
1017,101,113,51695
1018,101,113,52967
1019,101,113,52277
1020,101,113,54033
1021,101,113,54530
1022,101,113,55005
1023,101,113,55824
1024,101,113,56265
1025,101,113,57384
1026,101,113,57319
1027,101,113,57618
1028,101,113,58159
1029,101,113,59375
1030,101,113,60130
1031,101,113,60079
1032,101,113,59736
1033,101,113,60745
1034,101,113,60832
1035,101,113,61722
1036,101,113,61704
1037,101,113,61876
1038,101,113,61777
1039,101,113,61211
1040,101,113,61350
1041,101,113,61958
1042,101,113,62477
1043,101,113,62563
1044,101,113,62488
1045,101,113,63858
1046,101,113,63265
1047,101,113,63554
1048,101,113,63308
1049,101,113,63162
1050,101,113,64680
1051,101,113,64721
1052,101,113,64460
1053,101,113,64588
1054,101,113,64660
1055,101,113,64499
1056,101,113,65169
1057,101,113,64820
1058,101,113,65378
1059,101,113,66021
1060,101,113,65898
1061,101,113,66260
1062,101,113,66258
1063,101,113,66387
1064,101,113,66888
1065,101,113,67060
1066,101,113,73597
1067,101,113,74252
1068,101,113,74404
1069,101,113,75577
1070,101,113,74828
1071,101,113,75829
1072,101,113,78840
1073,101,113,78897
1074,101,113,78334
1075,101,113,79308
1076,101,113,82595
1077,101,113,82081
1078,101,116,1040
1079,101,116,5995
1080,101,116,8024
1081,101,116,13231
1082,101,116,14261
1083,101,116,14429
1084,101,116,15745
1085,101,116,15600
1086,101,116,19280
1087,101,116,19911
1088,101,116,21346
1089,101,116,21074
1090,101,116,23132
1091,101,116,23345
1092,101,116,22907
1093,101,116,24849
1094,101,116,25421
1095,101,116,25317
1096,101,116,25648
1097,101,116,25930
1098,101,116,25825
1099,101,116,25544
1100,101,116,25208
1101,101,116,25986
1102,101,116,25769
1103,101,116,26060
1104,101,116,25880
1105,101,116,25828
1106,101,116,25967
1107,101,116,25952
1108,101,116,25999
1109,101,116,26600
1110,101,116,26186
1111,101,116,26447
1112,101,116,26611
1113,101,116,26843
1114,101,116,26917
1115,101,116,27842
1116,101,116,27047
1117,101,116,27122
1118,101,116,27071
1119,101,116,27748
1120,101,116,27042
1121,101,116,27878
1122,101,116,28347
1123,101,116,28675
1124,101,116,28320
1125,101,116,27903
1126,101,116,28140
1127,101,116,28124
1128,101,116,29210
1129,101,116,29486
1130,101,116,28833
1131,101,116,29380
1132,101,116,29181
1133,101,116,29350
1134,101,116,29206
1135,101,116,29033
1136,101,116,29843
1137,101,116,30363
1138,101,116,30069
1139,101,116,31338
1140,101,116,30822
1141,101,116,30915
1142,101,116,32117
1143,101,116,32160
1144,101,116,31593
1145,101,116,31824
1146,101,116,32384
1147,101,116,32627
1148,101,116,33043
1149,101,116,32749
1150,101,116,33438
1151,101,116,33762
1152,101,116,33590
1153,101,116,33665
1154,101,116,34711
1155,101,116,35025
1156,101,116,35687
1157,101,116,35804
1158,101,116,35938
1159,101,116,35749
1160,101,116,36542
1161,101,116,36091
1162,101,116,37347
1163,101,116,37274
1164,101,116,37269
1165,101,116,38960
1166,101,116,39684
1167,101,116,40344
1168,101,116,40145
1169,101,116,42284
1170,101,116,42552
1171,101,116,42914
1172,101,116,43234
1173,101,116,43487
1174,101,116,43927
1175,101,116,45597
1176,101,116,45204
1177,101,116,46389
1178,101,116,46189
1179,101,116,47433
1180,101,116,48244
1181,101,116,48771
1182,101,116,50155
1183,101,116,50181
1184,101,116,50148
1185,101,116,50803
1186,101,116,50678
1187,101,116,50676
1188,101,116,52135
1189,101,116,52382
1190,101,116,53628
1191,101,116,54722
1192,101,116,54120
1193,101,116,55601
1194,101,116,56273
1195,101,116,55854
1196,101,116,55908
1197,101,116,56540
1198,101,116,57205
1199,101,116,56733
1200,101,116,57469
1201,101,116,56844
1202,101,116,58465
1203,101,116,57677
1204,101,116,58067
1205,101,116,58170
1206,101,116,58231
1207,101,116,57799
1208,101,116,57819
1209,101,116,58762
1210,101,116,59221
1211,101,116,58740
1212,101,116,58647
1213,101,116,59801
1214,101,116,59801
1215,101,116,59732
1216,101,116,59781
1217,101,116,60064
1218,101,116,59437
1219,101,116,60318
1220,101,116,60923
1221,101,116,60348
1222,101,116,61178
1223,101,116,61959
1224,101,116,61918
1225,101,116,61954
1226,101,116,61604
1227,101,116,61664
1228,101,116,62324
1229,101,116,62843
1230,101,116,62890
1231,101,116,62830
1232,101,116,62120
1233,101,116,62849
1234,101,116,62414
1235,101,116,62440
1236,101,116,62848
1237,101,116,63746
1238,101,116,63183
1239,101,116,63421
1240,101,116,63133
1241,101,116,63705
1242,101,116,63291
1243,101,116,63086
1244,101,116,64119
1245,101,116,64214
1246,101,116,64353
1247,101,116,64746
1248,101,116,64481
1249,101,116,64451
1250,101,116,65126
1251,101,116,65498
1252,101,116,64949
1253,101,116,64922
1254,101,116,65760
1255,101,116,66480
1256,101,116,66427
1257,101,116,67177
1258,101,116,66615
1259,101,116,67525
1260,101,116,69067
1261,101,116,68829
1262,101,116,69043
1263,101,116,68836
1264,101,116,68853
1265,101,116,69460
1266,101,116,69957
1267,101,116,70983
1268,101,116,71341
1269,101,116,72196
1270,101,116,72203
1271,101,116,73069
1272,101,116,73410
1273,101,116,74836
1274,101,116,76271
1275,101,116,75883
1276,101,116,80784
1277,101,116,81138
1278,101,116,86145
1279,101,116,86146
1280,101,119,1258
1281,101,119,1531
1282,101,119,4253
1283,101,119,3790
1284,101,119,9902
1285,101,119,11396
1286,101,119,15826
1287,101,119,16845
1288,101,119,16442
1289,101,119,17966
1290,101,119,17866
1291,101,119,18109
1292,101,119,19978
1293,101,119,21270
1294,101,119,21774
1295,101,119,21614
1296,101,119,23043
1297,101,119,23200
1298,101,119,23388
1299,101,119,25064
1300,101,119,25363
1301,101,119,25675
1302,101,119,25744
1303,101,119,26004
1304,101,119,25599
1305,101,119,25210
1306,101,119,25249
1307,101,119,25540
1308,101,119,25225
1309,101,119,25345
1310,101,119,26979
1311,101,119,26274
1312,101,119,26811
1313,101,119,26166
1314,101,119,27695
1315,101,119,27153
1316,101,119,27293
1317,101,119,27023
1318,101,119,27110
1319,101,119,27126
1320,101,119,27330
1321,101,119,27086
1322,101,119,28434
1323,101,119,28490
1324,101,119,28733
1325,101,119,28315
1326,101,119,27985
1327,101,119,27980
1328,101,119,29244
1329,101,119,29176
1330,101,119,29596
1331,101,119,28956
1332,101,119,29500
1333,101,119,29674
1334,101,119,29569
1335,101,119,29143
1336,101,119,30519
1337,101,119,30496
1338,101,119,30405
1339,101,119,29850
1340,101,119,29836
1341,101,119,30044
1342,101,119,29909
1343,101,119,31106
1344,101,119,30784
1345,101,119,30817
1346,101,119,31294
1347,101,119,31306
1348,101,119,31167
1349,101,119,31904
1350,101,119,31650
1351,101,119,31778
1352,101,119,32305
1353,101,119,32365
1354,101,119,32362
1355,101,119,31754
1356,101,119,32635
1357,101,119,33641
1358,101,119,33504
1359,101,119,34288
1360,101,119,34828
1361,101,119,35125
1362,101,119,36362
1363,101,119,36816
1364,101,119,37788
1365,101,119,37488
1366,101,119,37086
1367,101,119,38088
1368,101,119,38269
1369,101,119,38522
1370,101,119,38788
1371,101,119,39788
1372,101,119,40128
1373,101,119,40974
1374,101,119,41796
1375,101,119,41852
1376,101,119,42111
1377,101,119,42520
1378,101,119,43186
1379,101,119,42985
1380,101,119,43825
1381,101,119,43228
1382,101,119,43646
1383,101,119,44607
1384,101,119,44259
1385,101,119,44255
1386,101,119,45327
1387,101,119,45382
1388,101,119,45718
1389,101,119,46844
1390,101,119,47502
1391,101,119,48805
1392,101,119,50453
1393,101,119,50945
1394,101,119,51639
1395,101,119,52563
1396,101,119,53826
1397,101,119,53453
1398,101,119,54302
1399,101,119,54728
1400,101,119,54760
1401,101,119,54992
1402,101,119,56023
1403,101,119,57919
1404,101,119,58280
1405,101,119,58188
1406,101,119,57879
1407,101,119,57891
1408,101,119,59174
1409,101,119,59290
1410,101,119,59231
1411,101,119,59751
1412,101,119,60168
1413,101,119,60138
1414,101,119,60349
1415,101,119,60693
1416,101,119,60485
1417,101,119,61113
1418,101,119,60710
1419,101,119,61371
1420,101,119,62021
1421,101,119,61904
1422,101,119,62014
1423,101,119,62910
1424,101,119,62950
1425,101,119,62102
1426,101,119,62419
1427,101,119,63454
1428,101,119,63396
1429,101,119,63697
1430,101,119,63449
1431,101,119,63660
1432,101,119,63057
1433,101,119,64707
1434,101,119,64546
1435,101,119,64396
1436,101,119,64383
1437,101,119,67389
1438,101,119,67976
1439,101,119,68285
1440,101,119,68196
1441,101,119,69231
1442,101,119,68986
1443,101,119,69410
1444,101,119,70625
1445,101,119,70700
1446,101,119,70884
1447,101,119,71333
1448,101,119,71946
1449,101,119,71864
1450,101,119,71967
1451,101,119,72236
1452,101,119,72898
1453,101,119,73113
1454,101,119,73299
1455,101,119,74635
1456,101,119,74307
1457,101,119,76043
1458,101,119,75769
1459,101,119,77362
1460,101,119,78091
1461,101,119,79091
1462,101,122,2337
1463,101,122,3401
1464,101,122,5181
1465,101,122,5014
1466,101,122,6220
1467,101,122,7456
1468,101,122,8058
1469,101,122,9081
1470,101,122,10113
1471,101,122,13512
1472,101,122,18149
1473,101,122,18414
1474,101,122,18765
1475,101,122,19129
1476,101,122,19299
1477,101,122,19821
1478,101,122,21303
1479,101,122,22660
1480,101,122,23208
1481,101,122,22534
1482,101,122,23782
1483,101,122,25668
1484,101,122,25662
1485,101,122,25925
1486,101,122,25384
1487,101,122,26533
1488,101,122,26407
1489,101,122,26330
1490,101,122,26462
1491,101,122,26725
1492,101,122,26596
1493,101,122,26915
1494,101,122,26686
